32.7820122,-117.2215566,490
32.7820115,-117.2215581,490
32.7820119,-117.2215586,491
32.7820124,-117.2215577,490
32.7820121,-117.2215562,490
32.7820119,-117.2215554,490
32.7820123,-117.2215566,490
32.7820121,-117.2215557,490
32.782012,-117.2215565,490
32.7820127,-117.221555,490
32.7820131,-117.2215544,490
32.7820122,-117.2215557,490
32.7820114,-117.2215556,490
32.7820117,-117.2215562,423
32.7820112,-117.2215559,300
32.7820112,-117.2215546,217
32.782011,-117.2215541,160
32.7820111,-117.2215544,116
32.7820104,-117.2215577,373
32.7820111,-117.2215521,282
32.7820212,-117.2216048,153
32.7820054,-117.2216184,86
32.782004,-117.2216154,0
32.7820112,-117.2216184,0
32.7820098,-117.2216194,0
32.7819906,-117.2216229,0
32.7820261,-117.2216149,0
32.7820051,-117.2216207,0
32.7820059,-117.2216199,0
32.7820106,-117.2216173,0
32.7820131,-117.2216151,0
32.7820105,-117.2216205,0
32.7819584,-117.2216264,0
32.7820194,-117.2215996,0
32.781999,-117.221633,0
32.7820117,-117.2216234,0
32.7820114,-117.2216141,0
32.7820094,-117.22162,0
32.7820106,-117.2216202,0
32.7820076,-117.2216226,0
32.7820088,-117.2216203,0
32.7820101,-117.2216181,0
32.7820093,-117.2216214,0
32.782008,-117.2216149,0
32.7820102,-117.2216319,0
32.7820222,-117.2216265,0
32.7820223,-117.2216034,0
32.7819749,-117.2216166,0
32.7820162,-117.221621,0
32.7820045,-117.2216188,0
32.7820138,-117.2216107,0
32.7820076,-117.2216285,0
32.7820127,-117.2216141,0
32.7820082,-117.2216185,0
32.7820118,-117.2216176,0
32.7820105,-117.2216204,0
32.7820079,-117.2216189,0
32.7820123,-117.2216167,0
32.7820072,-117.22162,0
32.7820106,-117.2216173,0
32.7820095,-117.2216176,0
32.7820111,-117.221621,0
32.7820154,-117.2215897,0
32.7820422,-117.2215795,0
32.782028,-117.2215703,0
32.7820228,-117.2215914,0
32.7819863,-117.2215632,0
32.7819897,-117.2215672,0
32.7819625,-117.2215656,0
32.7819627,-117.2215574,0
32.781962,-117.2215607,0
32.7819623,-117.2215598,0
32.7819617,-117.2215629,0
32.781963,-117.2215621,0
32.7819622,-117.2215588,0
32.7819604,-117.2215586,0
32.7819645,-117.2215628,0
32.7819631,-117.2215621,0
32.781962,-117.2215602,0
32.7819613,-117.2215595,0
32.7819644,-117.221561,0
32.7819622,-117.2215605,0
32.7819605,-117.2215618,0
32.7819613,-117.2215627,0
32.7819637,-117.22156,0
32.7819614,-117.2215594,0
32.7819608,-117.2215609,0
32.7819614,-117.221559,0
32.7819637,-117.2215621,0
32.7819612,-117.2215432,0
32.7819643,-117.2215056,0
32.7819645,-117.221508,0
32.7819665,-117.2215109,0
32.7819633,-117.2215064,0
32.7819659,-117.2215157,0
32.7819754,-117.221498,0
32.7820115,-117.2214779,0
32.782028,-117.2214894,0
32.7820293,-117.2215092,0
32.7820245,-117.2215312,0
32.7820179,-117.2215339,0
32.7820158,-117.2215286,0
32.7820171,-117.2215298,0
32.7820173,-117.2215314,0
32.7820175,-117.2215288,0
32.7820158,-117.221549,0
32.7820128,-117.2215514,0
32.7820118,-117.2215505,0
32.7820141,-117.221554,0
32.7820138,-117.2215504,0
32.7820171,-117.2215534,0
32.7820128,-117.2215534,0
32.7820103,-117.2215556,0
32.7820062,-117.2215557,0
32.7820105,-117.2215597,0
32.7820079,-117.2215635,0
32.7820098,-117.2215538,0
32.7820079,-117.2215545,0
32.7820095,-117.2215577,0
32.7820104,-117.2215649,0
32.7820098,-117.2215628,0
32.7820098,-117.2215598,0
32.7820093,-117.221544,0
32.7820003,-117.2215746,0
32.7820091,-117.2215503,0
32.7820186,-117.2215371,296
32.7820208,-117.2215428,177
32.7820187,-117.2215408,125
32.7820207,-117.2215402,133
32.7820159,-117.2215349,139
32.7820202,-117.2215418,204
32.7820217,-117.2215384,239
32.7820228,-117.2215288,202
32.7820225,-117.2215264,137
32.7820202,-117.2215455,139
32.7820293,-117.2215276,145
32.782033,-117.2215134,88
32.7820227,-117.2215331,0
32.7820195,-117.221536,0
32.7820187,-117.2215376,0
32.7820001,-117.2215429,0
32.7819773,-117.2215664,0
32.7819825,-117.2215781,0
32.7819878,-117.2215878,0
32.7819902,-117.2215867,0
32.781991,-117.2215837,0
32.7819917,-117.2215803,0
32.7819933,-117.221577,0
32.7819942,-117.2215764,0
32.781994,-117.2215763,0
32.7819939,-117.221576,0
32.7819949,-117.2215744,0
32.7819945,-117.221572,0
32.7819928,-117.2215714,0
32.7819917,-117.221573,0
32.7819907,-117.2215748,0
32.7819895,-117.2215758,0
32.7819885,-117.2215739,0
32.7819886,-117.2215719,0
